30076|GEO 109E||Ramazan Alper Kuçak|INB INB|Salı  Perşembe  |0830/1259  0830/1059  |---  ---  |30|19|GEO, GEOE
30165|HUK 201||Mahmut  Kabakcı|MED MED|Çarşamba  Perşembe  |1430/1729  0830/1229  |A12  A14  |180|177|AIN, ARC, BIO, BIOE, CEN, CEV, CEVE, CHZ, CHZE, DEN, DENE, EEE, EFN, EHB, EHBE, EHS, ELE, ELK, ELKE, END, ENDE, FIZ, FIZE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, IML, IMLE, IND, INS, INSE, JDF, JEF, JEFE, KIM, KIME, KOM, KOME, MAD, MADE, MAK, MAKE, MMD, SED, TEK, TEKE, UCK, UCKE, UZB, UZBE
30167|BIL 100E|Çevrimiçi/Online|Ömer  Özyıldırım|----|Pazartesi  Pazartesi  |0930/1229  1330/1729  |---- |200|199|ARC, BIO, BIOE, CEV, CEVE, CHZ, CHZE, DEN, DENE, DUI, DUIE, ECNE, EFN, EHB, EHBE, ELE, ELKE, END, ENDE, EUT, EUTE, FIZ, FIZE, FIZM, GEM, GEME, GEMK, GID, GIDE, GMI, GMIE, IAD, ICM, IML, IMLE, IND, INS, INSE, ISL, ISLE, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MIM, MIME, MTO, MTOE, NAE, PEM, PEME, PET, PETE, SBP, SBPE, SEN, TEK, TEKE, TEL, UCK, UCKE, UZB, UZBE
30168|BIL 100E|Çevrimiçi/Online|Ömer  Özyıldırım|----|Salı  Salı  |0930/1229  1330/1729  |---- |200|198|ARC, BIO, BIOE, CEV, CEVE, CHZ, CHZE, DEN, DENE, DUI, DUIE, ECNE, EFN, EHB, EHBE, ELE, ELKE, END, ENDE, EUT, EUTE, FIZ, FIZE, FIZM, GEM, GEME, GEMK, GID, GIDE, GMI, GMIE, IAD, ICM, IML, IMLE, IND, INS, INSE, ISL, ISLE, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MIM, MIME, MTO, MTOE, NAE, PEM, PEME, PET, PETE, SBP, SBPE, SEN, TEK, TEKE, TEL, UCK, UCKE, UZB, UZBE
30169|ICM 366E||Ethem  Gürer|MMB MMB MMB MMB MMB|Pazartesi  Pazartesi  Çarşamba  Perşembe  Perşembe  |0830/1229  1330/1729  0830/1229  0830/1229  1330/1629  |217D  217D  217D  217D  217D  |7|6|ICM
30170|ICM 449E||Ethem  Gürer|MMB MMB MMB MMB MMB|Salı  Salı  Çarşamba  Cuma  Cuma  |0830/1229  1330/1729  1330/1729  0830/1229  1400/1659  |217D  217D  217D  217D  217D  |8|8|ICM
30171|JEO 112||Kürşad Kadir Eriş|MDB MDB MDB|Perşembe  Cuma  Cuma  |0900/1059  0900/1159  1430/1629  |---  ---  ---  |40|11|MAD, MADM
30172|JEO 121||Ömer  Ündül|MDB MDB|Pazartesi  Pazartesi  |0900/1159  1300/1659  |---  ---  |30|11|JEF, JEO
30173|JEO 204E||Şafak  Altunkaynak, Alp  Ünal|MDB MDB|Salı  Salı  |0900/1159  1300/1659  |---  ---  |20|4|JEO, JEOE, JEOM
30174|JEO 256E||--|MDB MDB|Salı  Salı  |0900/1159  1300/1659  |---  ---  |0|0|JEO, JEOE, JEOM
30175|JEO 262E||--|MDB MDB|Cuma  Cuma  |0900/1159  1430/1629  |---  ---  |0|0|JEO, JEOE, JEOM
30176|JEO 348||Kürşad Kadir Eriş|MDB MDB|Çarşamba  Çarşamba  |0900/1159  1300/1659  |---  ---  |25|2|JEO, JEOM
30177|JEO 411E||--|MDB MDB|Çarşamba  Çarşamba  |0900/1159  1300/1659  |---  ---  |0|0|JEO, JEOE, JEOM
30178|TER 201||Birgül  Benli|MDB MDB|Çarşamba  Çarşamba  |0830/1229  1330/1629  |---  ---  |50|22|CEV, CHZ, DEN, EHB, GEM, ISL, JEO, KMM, KOM, KON, PET
30179|MAT 202||Birgül  Benli|MDB MDB|Perşembe  Perşembe  |0830/1229  1330/1629  |---  ---  |70|70|CEV, CHZ, DEN, EHB, ELE, ELH, ELK, GEM, GEO, GID, IML, INS, ISL, JEF, JEO, KOM, KON, MAD, MAK, MET, MTO, PET, TEK, TEL
30180|DUI 251||Ayşe  Nak|DZB DZB|Çarşamba  Çarşamba  |0930/1329  1430/1729  |---  ---  |30|29|DUI, MTM
30181|DUI 472||Ayşe  Nak|DZB DZB|Perşembe  Perşembe  |0930/1229  1330/1529  |---  ---  |32|31|DUI, MTM
30182|GMI 457||Tayfun  Uyanık|DZB DZB|Salı  Salı  |0830/1129  1230/1429  |---  ---  |25|10|GMI
30183|GMI 481E||Sinan  Çakır|DZB DZB|Pazartesi  Pazartesi  |0830/1129  1230/1429  |---  ---  |30|36|GMI, MEN
30184|GMI 486E||Sinan  Çakır|DZB DZB|Çarşamba  Çarşamba  |0830/1129  1230/1429  |---  ---  |27|28|GMI, MTM
30185|UZB 337E||İbrahim  Özkol|UUB UUB UUB|Pazartesi  Pazartesi  Cuma  |0900/1229  1330/1629  0900/1159  |D-Z08  D-Z08  D-Z08  |30|31|UCK, UZBE
30186|UCK 305E||Hayri  Acar|UUB UUB|Salı  Çarşamba  |0900/1259  0900/1159  |D-Z08  D-Z08  |60|87|UCK, UZBE
30187|UZB 310E||Hayri  Acar|UUB UUB|Salı  Perşembe  |1400/1659  0900/1259  |D-Z08  D-Z08  |60|63|UCK, UZBE
30188|MTO 214||Kasım  Koçak|UUB UUB|Pazartesi  Salı  |1230/1729  1230/1659  |D214  D214  |30|21|MTO, MTOM
30189|MTO 311E||Kasım  Koçak|UUB UUB UUB UUB|Çarşamba  Çarşamba  Perşembe  Perşembe  |0830/1129  1330/1629  0830/1229  1330/1529  |D214  D214  D214  D214  |30|8|MTO
30190|MTO 340||Elçin  Tan|UUB UUB|Salı  Çarşamba  |1300/1729  1230/1729  |D215  D215  |50|62|MTO, MTOM
30191|KIM 101||Altuğ Mert Sevim|MED MED|Salı  Çarşamba  |0830/1229  1300/1559  |A12  A14  |140|125|BIO, BLG, CHZ, DEN, EHB, ELE, ELH, ELK, GID, IML, INS, JEF, JEO, KIMM, KMM, KMMM, KOM, MAD, MAK, MAT, MET, PET, TEK, TEKM, TEL, UCK, UCKM, UZB, UZBM
30192|KIM 101E||Altuğ Mert Sevim|MED MED|Salı  Perşembe  |1300/1559  0830/1229  |A11  A13  |165|165|BIO, BIOE, BLG, BLGE, CEN, CEV, CEVE, CHZ, CHZE, DEN, DENE, DUI, EEE, EHB, EHBE, ELE, ELH, ELK, ELKE, END, ENDE, FIZ, FIZE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, GMI, GMIE, IML, IMLE, IND, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIMM, KMM, KMME, KMMM, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MEN, MET, METE, MTM, MTO, MTOE, NAE, PET, PETE, SEH, TEK, TEKE, TEKM, TEL, UCK, UCKE, UCKM, UZB, UZBE, UZBM
30193|KIM 101E||Muhammet Übeydullah Kahveci|MED MED|Çarşamba  Perşembe  |0830/1229  1400/1659  |A14  A14  |165|164|BIO, BIOE, BLG, BLGE, CEN, CEV, CEVE, CHZ, CHZE, DEN, DENE, DUI, EEE, EHB, EHBE, ELE, ELH, ELK, ELKE, END, ENDE, FIZ, FIZE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, GMI, GMIE, IML, IMLE, IND, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIMM, KMM, KMME, KMMM, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MEN, MET, METE, MTM, MTO, MTOE, NAE, PET, PETE, SEH, TEK, TEKE, TEKM, TEL, UCK, UCKE, UCKM, UZB, UZBE, UZBM
30194|KIM 224E||Altuğ Mert Sevim|FEB FEB|Çarşamba  Perşembe  |0830/1229  1300/1559  |D105  D105  |50|14|KIM
30195|KIM 326E||Muhammet Übeydullah Kahveci|FEB FEB|Çarşamba  Cuma  |1400/1659  0830/1229  |D206  D206  |60|46|KIM, KIMM
30196|KIM 231||Turan  Öztürk|FEB FEB|Pazartesi  Salı  |0830/1329  0830/1259  |D205  D205  |50|23|KIM, KIMM
30197|KIM 232||Turan  Öztürk|FEB FEB FEB|Salı  Perşembe  Perşembe  |1430/1729  0930/1259  1430/1729  |D205  D205  D205  |50|26|KIM
30198|MAT 271E||Halil  Bayraktar|FEB FEB|Salı  Çarşamba  |0830/1229  1330/1629  |D101  D101  |34|33|AIN, BIO, BIOE, BLG, BLGE, CEN, CEV, CEVE, CHZ, CHZE, DEN, DENE, DUI, EHB, EHBE, ELE, ELH, ELK, ELKE, ENTE, EUT, EUTE, FIZ, FIZE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, GMI, GMIE, IML, IMLE, IMLM, INS, INSE, JDF, JEF, JEFE, JEO, JEOE, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MATM, MEN, MET, METE, MMD, MTM, MTO, MTOE, NAE, PET, PETE, SBP, SBPE, SEH, TEK, TEKE, TEL, UCK, UCKE, UZB, UZBE
30199|MAT 271E||Halil  Bayraktar|FEB FEB|Salı  Çarşamba  |1330/1629  0830/1229  |D101  D101  |30|30|AIN, BIO, BIOE, BLG, BLGE, CEN, CEV, CEVE, CHZ, CHZE, DEN, DENE, DUI, EHB, EHBE, ELE, ELH, ELK, ELKE, ENTE, EUT, EUTE, FIZ, FIZE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, GMI, GMIE, IML, IMLE, IMLM, INS, INSE, JDF, JEF, JEFE, JEO, JEOE, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MATM, MEN, MET, METE, MMD, MTM, MTO, MTOE, NAE, PET, PETE, SBP, SBPE, SEH, TEK, TEKE, TEL, UCK, UCKE, UZB, UZBE
30200|ITB 203||Nurullah  Ardıç|FEB FEB|Pazartesi  Salı  |1130/1459  1130/1459  |D203  D203  |40|39|ARC, BIO, BLG, BST, CAB, CEB, CEN, CEV, CHZ, DEN, DUI, EEE, EFN, EHB, ELE, ELH, ELK, END, EUT, FIZ, GEM, GEO, GID, GMI, ICM, INS, ISL, JDF, JEF, JEO, KIM, KMM, KMP, KOM, MAD, MAK, MAT, MET, MIM, MMD, MTO, MTR, MUT, MUZ, MZT, PEM, PET, SBP, SES, TEB, TEK, TEL, THO, UCK, UZB
30201|ITB 207||Cüneyd  Okay|MMB MMB MMB|Salı  Çarşamba  Perşembe  |0830/1129  0830/1129  0830/0929  |215  215  215  |40|35|ARC, BIO, BLG, BST, CAB, CEB, CEN, CEV, CHZ, DEN, DUI, EEE, EFN, EHB, ELE, ELH, ELK, END, EUT, FIZ, GEM, GEO, GID, ICM, INS, ISL, JDF, JEF, JEO, KIM, KMM, KMP, KOM, MAD, MAK, MAT, MET, MIM, MMD, MTO, MTR, MUT, MUZ, MZT, PEM, PET, SBP, SES, TEB, TEK, TEL, THO, UCK, UZB
30202|ITB 207||Cüneyd  Okay|MMB MMB MMB|Salı  Çarşamba  Perşembe  |1130/1429  1130/1429  0930/1029  |215  215  215  |40|40|ARC, BIO, BLG, BST, CAB, CEB, CEN, CEV, CHZ, DEN, DUI, EEE, EFN, EHB, ELE, ELH, ELK, END, EUT, FIZ, GEM, GEO, GID, ICM, INS, ISL, JDF, JEF, JEO, KIM, KMM, KMP, KOM, MAD, MAK, MAT, MET, MIM, MMD, MTO, MTR, MUT, MUZ, MZT, PEM, PET, SBP, SES, TEB, TEK, TEL, THO, UCK, UZB
30203|ITB 207||Cüneyd  Okay|MMB MMB MMB|Salı  Çarşamba  Perşembe  |1430/1629  1430/1629  1030/1329  |215  215  215  |40|38|ARC, BIO, BLG, BST, CAB, CEB, CEN, CEV, CHZ, DEN, DUI, EEE, EFN, EHB, ELE, ELH, ELK, END, EUT, FIZ, GEM, GEO, GID, ICM, INS, ISL, JDF, JEF, JEO, KIM, KMM, KMP, KOM, MAD, MAK, MAT, MET, MIM, MMD, MTO, MTR, MUT, MUZ, MZT, PEM, PET, SBP, SES, TEB, TEK, TEL, THO, UCK, UZB
30204|ITB 214E||Umut  Uzer|MED MED|Çarşamba  Perşembe  |1030/1429  1430/1729  |B35  B35  |42|48|ARC, BIO, BIOE, BLG, BLGE, CAB, CEN, CEV, CEVE, CHZ, CHZE, DEN, DENE, ECNE, EEE, EFN, EHB, EHBE, EHS, ELE, ELH, ELK, ELKE, END, ENDE, ENTE, EUT, EUTE, FIZ, FIZE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, GMI, GMIE, ICM, IML, IMLE, IND, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KMP, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MIM, MIME, MMD, MSS, MTO, MTOE, MTR, MUT, MUZ, MUZE, PEM, PEME, PET, PETE, SBP, SBPE, SES, TEB, TEK, TEKE, TEL, THO, UCK, UCKE, UZB, UZBE
30205|ITB 214E||Umut  Uzer|MED MED|Çarşamba  Perşembe  |1430/1729  1030/1429  |B35  B35  |42|46|ARC, BIO, BIOE, BLG, BLGE, CAB, CEN, CEV, CEVE, CHZ, CHZE, DEN, DENE, ECNE, EEE, EFN, EHB, EHBE, EHS, ELE, ELH, ELK, ELKE, END, ENDE, ENTE, EUT, EUTE, FIZ, FIZE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, GMI, GMIE, ICM, IML, IMLE, IND, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KMP, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MET, METE, MIM, MIME, MMD, MSS, MTO, MTOE, MTR, MUT, MUZ, MUZE, PEM, PEME, PET, PETE, SBP, SBPE, SES, TEB, TEK, TEKE, TEL, THO, UCK, UCKE, UZB, UZBE
30206|ITB 218||Aytekin  Çökelez|FEB FEB FEB|Pazartesi  Salı  Çarşamba  |0830/1059  0830/1059  0830/1029  |D201  D201  D201  |40|40|ARC, BIO, BLG, BST, CAB, CEB, CEN, CEV, CHZ, DEN, DUI, EEE, EFN, EHB, ELE, ELH, ELK, END, EUT, FIZ, GEM, GEO, GID, GMI, ICM, INS, ISL, JDF, JEF, JEO, KIM, KMM, KMP, KOM, MAD, MAK, MAT, MET, MIM, MMD, MTO, MTR, MUT, MUZ, MZT, PEM, PET, SBP, SES, TEB, TEK, TEL, THO, UCK, UZB
30207|ITB 218||Aytekin  Çökelez|FEB FEB FEB|Pazartesi  Salı  Çarşamba  |1100/1259  1100/1329  1100/1329  |D103  D103  D103  |40|40|ARC, BIO, BLG, BST, CAB, CEB, CEN, CEV, CHZ, DEN, DUI, EEE, EFN, EHB, ELE, ELH, ELK, END, EUT, FIZ, GEM, GEO, GID, GMI, ICM, INS, ISL, JDF, JEF, JEO, KIM, KMM, KMP, KOM, MAD, MAK, MAT, MET, MIM, MMD, MTO, MTR, MUT, MUZ, MZT, PEM, PET, SBP, SES, TEB, TEK, TEL, THO, UCK, UZB
30208|ITB 218||Aytekin  Çökelez|FEB FEB FEB|Pazartesi  Salı  Çarşamba  |1330/1559  1330/1529  1330/1559  |D105  D105  D105  |40|40|ARC, BIO, BLG, BST, CAB, CEB, CEN, CEV, CHZ, DEN, DUI, EEE, EFN, EHB, ELE, ELH, ELK, END, EUT, FIZ, GEM, GEO, GID, GMI, ICM, INS, ISL, JDF, JEF, JEO, KIM, KMM, KMP, KOM, MAD, MAK, MAT, MET, MIM, MMD, MTO, MTR, MUT, MUZ, MZT, PEM, PET, SBP, SES, TEB, TEK, TEL, THO, UCK, UZB
30209|GEM 321E||Erdem  Üçer|GDB GDB GDB|Çarşamba  Çarşamba  Cuma  |0930/1229  1330/1659  0900/1159  |409  409  409  |65|68|GEM, GEME, GEMK
30210|INS 302||--|INB INB INB|Pazartesi  Salı  Çarşamba  |0930/1229  0930/1229  0900/1229  |---  ---  ---  |0|0|INS
30211|INS 403E||Hüseyin Onur Tezcan|INB INB|Pazartesi  Salı  |1330/1559  1330/1559  |A301  A301  |60|53|AIN, INS, INSE
30212|GID 210E||Kadriye Nur Kasapoğlu, Evren  Demircan|KMB KMB KMB|Salı  Çarşamba  Perşembe  |0930/1259  0930/1229  0930/1229  |D302  D302  D302  |30|27|GID
30221|CAB 734||Cihangir  Terzi|TMB TMB TMB|Pazartesi  Salı  Çarşamba  |0930/1229  0930/1229  1330/1659  |---  ---  ---  |10|0|CAB, CEB, CGM1, CGM2, CGM3, CGM4, CGM5, CGM8
30222|FIZ 201E||Mehmet Murat Sunar|FEB FEB FEB|Pazartesi  Salı  Çarşamba  |1500/1729  1500/1729  1500/1659  |D103  D103  D103  |80|66|CHZ, CHZE, DEN, DENE, EEE, EHB, EHBE, EHS, ELE, ELH, ELK, ELKE, FIZM, GEM, GEME, GEMK, GMI, GMIE, JEF, JEO, JEOE, KOM, KOME, MAD, MADE, MET, METE, MTO, MTOE, PET, PETE, TEL, UCK, UCKE, UZB, UZBE, UZBM
30254|MAT 210||Bayram Barış Kızılsaç|DZB DZB DZB|Pazartesi  Pazartesi  Salı  |0900/1229  1330/1729  0930/1129  |---  ---  ---  |20|24|DUI, GMI
30278|UCK 441E||--|UUB UUB|Çarşamba  Perşembe  |1300/1659  1400/1659  |---  ---  |0|0|UCK, UCKE, UCKM
30279|KIM 202E||Argun Talat Gökçeören|FEB FEB|Salı  Salı  |0830/1229  1330/1629  |D106  D106  |50|21|BIO, BIOE, CEV, CEVE, CHZE, DENE, EHB, EHBE, ELK, ELKE, GEME, GEMK, GIDE, INS, INSE, JEOE, KMM, KMME, KOM, KOME, MADE, MEN, MET, METE, PETE
30280|KIM 101||Argun Talat Gökçeören|MED MED|Çarşamba  Çarşamba  |0930/1229  1330/1729  |A12  A15  |130|94|BIO, BLG, CHZ, DEN, EHB, ELE, ELH, ELK, GID, IML, INS, JEF, JEO, KIMM, KMM, KMMM, KOM, MAD, MAK, MAT, MET, PET, TEK, TEKM, TEL, UCK, UCKM, UZB, UZBM
30281|UCK 207E||Cemil  Kurtcebe|UUB UUB|Çarşamba  Perşembe  |1330/1729  1430/1729  |D-Z09  D-Z09  |85|124|UCK, UZBE
30282|UCK 421||Cemil  Kurtcebe|UUB UUB|Pazartesi  Salı  |1330/1729  1430/1729  |D-Z09  D-Z09  |40|45|UCK, UCKM
30283|EUT 320E||Cemal İrfan Çalışkan|MMB MMB MMB MMB MMB MMB MMB|Pazartesi  Pazartesi  Salı  Salı  Çarşamba  Çarşamba  Perşembe  |0830/1229  1330/1429  0830/1229  1330/1429  0830/1229  1330/1429  0830/1229  |217B  217B  217B  217B  217B  217B  217B  |10|7|ENTE, EUT, EUTE
30284|EUT 419E||Cemal İrfan Çalışkan|MMB MMB MMB MMB MMB MMB MMB|Pazartesi  Pazartesi  Salı  Salı  Çarşamba  Çarşamba  Perşembe  |0830/1229  1330/1429  0830/1229  1330/1429  0830/1229  1330/1429  0830/1229  |217B  217B  217B  217B  217B  217B  217B  |10|10|ENTE, EUT, EUTE
30286|EEF 211E||Metin  Hüner|EEB EEB|Salı  Perşembe  |1230/1629  1330/1629  |5102  5102  |55|63|EEE, EHB, EHBE, ELK, ELKE, KOM, KOME
30287|MAT 271E||Mustafa Sait Yazgan|INB INB|Salı  Çarşamba  |0900/1159  1300/1659  |A105  A105  |40|44|AIN, BIO, BIOE, BLG, BLGE, CEN, CEV, CEVE, CHZ, CHZE, DEN, DENE, DUI, EHB, EHBE, ELE, ELH, ELK, ELKE, ENTE, EUT, EUTE, FIZ, FIZE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, GMI, GMIE, IML, IMLE, IMLM, INS, INSE, JDF, JEF, JEFE, JEO, JEOE, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MATM, MEN, MET, METE, MMD, MTM, MTO, MTOE, NAE, PET, PETE, SBP, SBPE, SEH, TEK, TEKE, TEL, UCK, UCKE, UZB, UZBE
30288|MAT 271E||Mustafa Sait Yazgan|INB INB|Salı  Perşembe  |1300/1659  0900/1159  |A105  A105  |40|55|AIN, BIO, BIOE, BLG, BLGE, CEN, CEV, CEVE, CHZ, CHZE, DEN, DENE, DUI, EHB, EHBE, ELE, ELH, ELK, ELKE, ENTE, EUT, EUTE, FIZ, FIZE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, GMI, GMIE, IML, IMLE, IMLM, INS, INSE, JDF, JEF, JEFE, JEO, JEOE, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MATM, MEN, MET, METE, MMD, MTM, MTO, MTOE, NAE, PET, PETE, SBP, SBPE, SEH, TEK, TEKE, TEL, UCK, UCKE, UZB, UZBE
30289|MAT 271E||Mustafa Sait Yazgan|INB INB|Çarşamba  Perşembe  |0900/1159  1300/1659  |A105  A105  |40|47|AIN, BIO, BIOE, BLG, BLGE, CEN, CEV, CEVE, CHZ, CHZE, DEN, DENE, DUI, EHB, EHBE, ELE, ELH, ELK, ELKE, ENTE, EUT, EUTE, FIZ, FIZE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, GMI, GMIE, IML, IMLE, IMLM, INS, INSE, JDF, JEF, JEFE, JEO, JEOE, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MATM, MEN, MET, METE, MMD, MTM, MTO, MTOE, NAE, PET, PETE, SBP, SBPE, SEH, TEK, TEKE, TEL, UCK, UCKE, UZB, UZBE
30290|ATA 121|Çevrimiçi/Online|Ebubekir  Ceylan|----|Pazartesi  Perşembe  |0900/1129  0900/1129  |---- |45|49|ARC, BIO, BIOE, BLG, BLGE, CEN, CEV, CEVE, CHZ, CHZE, DEN, DENE, DUI, DUIE, ECNE, EEE, EFN, EHB, EHBE, ELE, ELH, ELK, ELKE, END, ENDE, ENTE, ESS, EUT, EUTE, FIZ, FIZE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, GMI, GMIE, IAD, ICM, IML, IMLE, IND, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MEN, MET, METE, MIM, MIME, MMD, MTM, MTO, MTOE, NAE, PEM, PEME, PET, PETE, SAO, SBP, SBPE, STP, TEK, TEKE, TEL, THO, UCK, UCKE, UZB, UZBE, YZVE
30291|ATA 121|Çevrimiçi/Online|Ebubekir  Ceylan|----|Salı  Cuma  |0900/1129  0900/1129  |---- |45|44|ARC, BIO, BIOE, BLG, BLGE, CEN, CEV, CEVE, CHZ, CHZE, DEN, DENE, DUI, DUIE, ECNE, EEE, EFN, EHB, EHBE, ELE, ELH, ELK, ELKE, END, ENDE, ENTE, ESS, EUT, EUTE, FIZ, FIZE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, GMI, GMIE, IAD, ICM, IML, IMLE, IND, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MEN, MET, METE, MIM, MIME, MMD, MTM, MTO, MTOE, NAE, PEM, PEME, PET, PETE, SAO, SBP, SBPE, STP, TEK, TEKE, TEL, THO, UCK, UCKE, UZB, UZBE, YZVE
30292|TEK 307E||Nevin Çiğdem Gürsoy, İlkay Özsev Yüksek|MKB|Çarşamba  |0930/1629  |D380A  |30|15|TEKE, TEKM
30293|INS 302E||Hüseyin Onur Tezcan|INB INB INB|Pazartesi  Salı  Çarşamba  |0930/1229  0930/1229  0900/1229  |A301  A301  A301  |30|31|AIN, INS, INSE
30294|ATA 121|Çevrimiçi/Online|Pelin  Helvacı|----|Salı  Çarşamba  |1030/1259  1030/1259  |---- |60|60|ARC, BIO, BIOE, BLG, BLGE, CEN, CEV, CEVE, CHZ, CHZE, DEN, DENE, DUI, DUIE, ECNE, EEE, EFN, EHB, EHBE, ELE, ELH, ELK, ELKE, END, ENDE, ENTE, ESS, EUT, EUTE, FIZ, FIZE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, GMI, GMIE, IAD, ICM, IML, IMLE, IND, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MEN, MET, METE, MIM, MIME, MMD, MTM, MTO, MTOE, NAE, PEM, PEME, PET, PETE, SAO, SBP, SBPE, STP, TEK, TEKE, TEL, THO, UCK, UCKE, UZB, UZBE, YZVE
30295|ATA 122|Çevrimiçi/Online|Pelin  Helvacı|----|Salı  Çarşamba  |1330/1559  1330/1559  |---- |60|61|ARC, BIO, BIOE, BLG, BLGE, CEN, CEV, CEVE, CHZ, CHZE, DEN, DENE, DUI, DUIE, ECNE, EEE, EFN, EHB, EHBE, ELE, ELH, ELK, ELKE, END, ENDE, ENTE, ESS, EUT, EUTE, FIZ, FIZE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, GMI, GMIE, IAD, ICM, IML, IMLE, IND, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MEN, MET, METE, MIM, MIME, MMD, MTM, MTO, MTOE, NAE, PEM, PEME, PET, PETE, SBP, SBPE, STP, TEK, TEKE, TEL, THO, UCK, UCKE, UZB, UZBE, YZVE
30296|ATA 121|Çevrimiçi/Online|Çağdaş Taylan Salın|----|Pazartesi  Perşembe  |1030/1259  1030/1259  |---- |60|62|ARC, BIO, BIOE, BLG, BLGE, CEN, CEV, CEVE, CHZ, CHZE, DEN, DENE, DUI, DUIE, ECNE, EEE, EFN, EHB, EHBE, ELE, ELH, ELK, ELKE, END, ENDE, ENTE, ESS, EUT, EUTE, FIZ, FIZE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, GMI, GMIE, IAD, ICM, IML, IMLE, IND, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MEN, MET, METE, MIM, MIME, MMD, MTM, MTO, MTOE, NAE, PEM, PEME, PET, PETE, SAO, SBP, SBPE, STP, TEK, TEKE, TEL, THO, UCK, UCKE, UZB, UZBE, YZVE
30297|ATA 122|Çevrimiçi/Online|Çağdaş Taylan Salın|----|Pazartesi  Perşembe  |1330/1559  1330/1559  |---- |60|60|ARC, BIO, BIOE, BLG, BLGE, CEN, CEV, CEVE, CHZ, CHZE, DEN, DENE, DUI, DUIE, ECNE, EEE, EFN, EHB, EHBE, ELE, ELH, ELK, ELKE, END, ENDE, ENTE, ESS, EUT, EUTE, FIZ, FIZE, GEM, GEME, GEMK, GEO, GEOE, GID, GIDE, GMI, GMIE, IAD, ICM, IML, IMLE, IND, INS, INSE, ISL, ISLE, JDF, JEF, JEFE, JEO, JEOE, KIM, KIME, KMM, KMME, KOM, KOME, MAD, MADE, MAK, MAKE, MAT, MATE, MEN, MET, METE, MIM, MIME, MMD, MTM, MTO, MTOE, NAE, PEM, PEME, PET, PETE, SBP, SBPE, STP, TEK, TEKE, TEL, THO, UCK, UCKE, UZB, UZBE, YZVE
